,User,listed_count,followers_count,text,retweets,favorites
384,dyslecix,2,168,"RT @digby56: Wait. Have people been chanting ""lock her up"" and screaming ""Trump that bitch!"" at her? That's deplorable... https://t.co/mLea…",2273,0
385,SolanaSuar,17,99,RT @diariodeavisos: VÍDEO 🎥 Tildan de “oportunista” e “indigno” a Clavijo por sus declaraciones sobre Trump y México https://t.co/0MHPNdnBE…,30,0
386,vivetehuacan,6,2720,"RT @KarlaRiveraMX: Ni Trump ni Peña 
Gobiernos de mierda https://t.co/5COdmElDws",39,0
387,Avuxeni_,256,2336,"RT @Chris_arnade: 1. The map of counties in US that shifted to Trump, from Romney, is almost an exact map of the counties having increases…",1987,0
388,StormeNeal,5,74,"ABC Host Shuts Down Trump Aide On Voter Fraud: ""You Have Provided Zero Evidence. Thanks For Joining Us."" https://t.co/4JQB3QiKvS",0,0
389,kneesee79,36,461,RT @BraddJaffy: Trump aide Stephen Miller repeats Trump's blatantly false claim about mass illegal voting. There is zero evidence. https://…,3731,0
390,eaarnold47,0,47,"RT @ChuckGrassley: Whoever monitors twitter at WH tell Pres Trump to ask Putin""What do u hv agst ElectionOpponents bc they are killed/impri…",754,0
391,RonPaulDirector,8,307,"Trump Sells Out, Proves Loyalty to Terrorist Nations like saudi arabia ( Rich ) https://t.co/jOs1LZOiyY",0,0
392,Abeet4real,2,268,RT @SenSanders: I disagreed with President Bush all the time. I never called him a pathological liar. He was just conservative. But Trump l…,12788,0
393,ramonajyeshua,5,167,RT @FoxNews: .@JudgeJeanine: @IvankaTrump Is Stronger Than 'Loud Classless Women' https://t.co/tvBU8U224D https://t.co/qf6GiBdNGO,131,0
394,joemac1114,113,1168,"RT @BuzzFeedNews: Protesters in Mexico City carrying their message for Donald Trump 

""Sincerely, The Good Hombres"" https://t.co/YxkbW1SNas",136,0
395,Sephiroth__J,109,377,RT @LindsayDeplo: BOMBSHELL: Shocking New Video Proves Trump’s Voter Fraud Claims… Media Stunned https://t.co/eUp0pwKiFQ https://t.co/i6ntp…,1,0
396,kymani1706,31,1112,RT @Variety: Newspaper accidentally uses Alec Baldwin photo instead of Donald Trump https://t.co/Y3po2EBjjg,705,0
397,greeneyes0084,231,47835,"RT @AnnCoulter: PLS CORRECT FAKE NEWS, @Channel4News! 72 terrorist convictions from 7 countries on @realDonaldTrump's travel ban. https://t…",1141,0
398,zackstradomus,2,325,RT @SenSanders: I disagreed with President Bush all the time. I never called him a pathological liar. He was just conservative. But Trump l…,12788,0
399,diihoueschoola1,1,3,RT @michikokakutani: Trump’s Pipeline and America’s Shame. by @billmckibben https://t.co/yXefed7Li9 via @newyorker,48,0
400,FakeMattJ,7,208,RT @SenSanders: I disagreed with President Bush all the time. I never called him a pathological liar. He was just conservative. But Trump l…,12771,0
401,brigetteva,0,20,"RT @BernieSanders: Trump is a total hypocrite. He campaigned saying I'm going to take on Wall Street, and then he hires the president of Go…",4887,0
402,zepprelli,23,589,RT @RitaPanahi: When you condemn Trump for being sexist but obediently cover up when in a genuinely sexist country. Brave. #StockholmSyndro…,174,0
403,RaeAislynn,4,515,RT @YeseniaR20: #NewProfilePic i want to thank not only my mom but trump for giving me his role as prez for the rest of his term. i will do…,11,0
404,RsAvPATRIOT,2,123,"RT @brianklaas: Trump has golfed two weekends in a row (out of 4 as president).

Here are 11 times Trump criticized Obama for playing golf…",20885,0
405,ALetkiewicz,39,1396,RT @gazeta_wyborcza: Frank-Walter Steinmeier - prezydent anty-Trump https://t.co/80qSGpnxkl by @Bart_Wielinski https://t.co/qtvWZ1q8ci,6,0
406,MaggieDuke15,26,971,Trump on ICE raids: ‘Merely the keeping of my campaign promise’ https://t.co/174QDAWhxa via @YahooNews,0,0
407,RonniLaurie,0,5,"RT @pollreport: The way Donald Trump is handling his job as president
Details: https://t.co/DEIJ0t0cbp https://t.co/v6cEM3kFuU",73,0
408,TingaFrank,2,90,RT @ProNGRGamer: Black Trump Supporter Henry Davis has a message to you all https://t.co/6Yo0JWpoNV,27,0
409,osgarg,4,74,"@ChumelTorres tiembla Trump, TIEMBLA!",0,0
410,NFL_Elinor,22,223,"RT @Pullthepocket: Trudeau-Trump visit could be epic cringeworthy. Pinnacle has ""saying something really dumb, both"" at -140. Must meet to…",1,0
411,ChristyXandrick,23,605,RT @verge: A US-born NASA scientist was detained at the border until he unlocked his phone https://t.co/y0U3e4pYCN https://t.co/GwD2paxCAS,1789,0
412,cmf_egrma,2,33,"RT @thehill: ""Weak congressional Republicans are not standing up to Trump as they should"" https://t.co/en5IfZMs2q https://t.co/iNp4mzXVsS",15,0
413,loevaa1,96,1749,"RT @fandetv: VIDEO «#Trump ne lâche rien,il envisage dans 2jours un nouveau décret anti-#immigration plus solide juridiquement sans changer…",47,0
414,FrauDoktor11,98,1782,"RT @JuddLegum: 5. Trump has literally set up an alternative White House where you can get access if you pay him $200,000 + more every time…",2126,0
415,nearly_madness,13,64,RT @BernieSanders: When Donald Trump attacks the  media as “fake news” what he is doing is trying to move our country in an authoritarian d…,9934,0
416,c5dorko,47,339,RT @SenSanders: I disagreed with President Bush all the time. I never called him a pathological liar. He was just conservative. But Trump l…,12771,0
417,CRouhault,94,508,"RT @MarcGral: #SNL , l'émission culte américaine que Trump a (involontairement) revigorée https://t.co/9kfF58Lvvs # via @Le_Figaro",2,0
418,christina300949,36,799,RT @Arron_banks: What a load of old bull! It's the oldest trick in the book - Trump won fair and square against massive media bias. https:/…,8,0
419,carnevabawer34,9,41056,"RT @abdullahciftcib: 45-İngilizler ve Trump, Küresel tefecilere karşı birlikte hareket ediyor
ama
İslam dünyasında;
İsrail/Trump'un hedefle…",46,0
420,selenagohome,62,3210,@poisonrobbie bah oui il s'entend moins son accent ! diane guerrero ausssi a son accent ! l'accent de meliana trump aussi 😂,0,0
421,Stevenchicago,14,695,@consueloyd @The_Trump_Train @LavelleGerald I'm not the suggesting sleeping with my daughter would be something I'd want to do.ur sick,0,0
422,ruskaj,44,1682,"RT @MOVEFORWARDHUGE: When the investigation into voter fraud is done, I WILL BET, trump is correct that he won total votes also. https://t.…",11,0
423,MR_ogan,1,510,RT @theintercept: Internal DHS email suggests that officials are preparing to shift the country's deportation process into high gear. https…,131,0
424,Sephiroth__J,109,377,RT @the_win_today: ALERT – Trump Gets Support For Travel Ban NO ONE Saw Coming… https://t.co/2HSxNWZ3bh https://t.co/JBMtGI3jft,1,0
425,aldolopez74,0,5,"RT @revistaproceso: #Video Protesta contra Trump y… Peña, en Paseo de la Reforma / un video de  @alsaldivar https://t.co/YFiui71m9L",126,0
426,lanmorohint1989,3,17,RT @laurenhandy1218: @realDonaldTrump this doesn't sound like something Trump would say,3,0
427,SabraMay,36,4412,"RT @BillPascrell: #CongressCanRequest &amp; review #TrumpTaxes for conflicts. Should Congress?

https://t.co/eNLd9heOJa",194,0
428,dwoodrum,26,1817,RT @AnnCoulter: STEPHEN MILLER ON GMA!!!  MUST WATCH VIDEO! https://t.co/1YGyRudtyA Isn't it great to have someone smart defending Trump?,1793,0
429,themindofkrw,1,253,"RT @4eyesJohnny: @kirschan @Impeach_D_Trump 45 doesn't have to ""find"" these characters. He draws them like a carcass draws flies.",3,0
430,DMartin1951,8,40,"RT @JordanUhl: Instead of WASTING billions on an ineffective wall, Trump should spend it on CLEAN WATER for #Flint. #FlintWaterCrisis",628,0
431,OIOC,16,1105,"@The_Trump_Train @xrey1 
I STRONGLY BELIVE FIRST UUSS LADY IVANKA TRUMP IS A GREAT PERSON AND ALL US CITIZENS MUST BE VERY PROUND OF HER.",0,0
432,GaleDenise1970,1,32,RT @jaketapper: .@SenFranken says that an independent counsel is needed to investigate potential Trump ties to Russia. #CNNsotu https://t.c…,1176,0
433,traciejd,2,25,RT @thehill: Oversight Dem: Conway broke the law by promoting Ivanka's brand https://t.co/lHyXzQaUtJ https://t.co/0HlPHt3Kox,46,0
434,Notiestado,40,5219,Trump invita a Juan Manuel Santos a la Casa Blanca https://t.co/AOXbqyagCb,0,0
435,rats_stars,2,84,RT @NYMag: Meryl Streep has spoken out against Donald Trump once again https://t.co/skim1tJGTs,18,0
436,Plainehome1,1,32,"RT @JuddLegum: Trump has already tweeted 6 times today

Just your occasional reminder that Trump promised not to tweet as President https:/…",1359,0
437,trishmc1958,6,171,"RT @kenvogel: SCOOP: Top Flynn aide booted from NSC after CIA rejects security clearance, escalating Flynn clash w intel community https://…",3087,0
438,LDWood05,21,383,RT @mmpadellan: trump watching ALL WOMEN play his administration must be going over really well #SNLSpicer https://t.co/qCHI24mZyC,1258,0
439,WVUIE97,14,336,RT @matthew_d_green: Jesus Christ. What have we done. https://t.co/bbagcgBzYa https://t.co/TwDQH5o7ck,2605,0
440,saintwalker98,185,641,"RT @ParkerMolloy: ""No new deals will be done during my term(s) in office.""
— @realDonaldTrump, 12/12/16 https://t.co/sckohqSJtT

https://t.…",55,0
441,Feedjunkie,289,2007,Doomsday prepper supply companies saw a huge sales surge after Trump's election: If a… https://t.co/k3NtLRo3re,0,0
442,CoachBeth47,1,63,"RT @RealJack: Dear everyone speaking tonight at #GRAMMYs,

Nobody cares about your political views. If they did, Trump wouldn't have won.",126,0
443,CananCananalper,1,106,"RT @feyzi_isbasaran: Erdoğan geçen hafta: ""El Bab'dan daha derine gitmeyeceğiz""

Erdoğan bugün:""El Bab'dan sonra Rakka'ya gidiyoruz""

Trump…",160,0
444,FoundOmega,81,1439,"@TheTiuTangClan For the good of the country, stop wasting your power on your records and channel them all toward Trump.",0,0
445,fakeDonTrump1,8,56,"RT @Impeach_D_Trump: Estimated crowd at Moral March is 80,000+. Unbelievable.....  Stand up and Resist Trump!!  #StandWithPP  #MoralMarch h…",2349,0
446,joselui74995371,0,13,RT @CNNEE: Corea del Norte da la bienvenida a Trump con lanzamiento de misil https://t.co/yDC2kc2MEo,34,0
447,AlfredoCarlosMN,0,87,Me ha gustado un vídeo de @YouTube de @novoxgamer (https://t.co/FqzFSkbJQi - DONALD TRUMP ME CONSIGUE UN SHINY EN DIRECTO).,0,0
448,DaroldCuba,225,3106,"Retweeted The New York Times (@nytimes):

""Donald Trump has indeed already made some of America Great Again. Just... https://t.co/24fVLvyoaw",0,0
449,Karlagollanes,114,637,"RT @ststev: ""Dear Mr Trump-sama. After what passed between us the other day I can't stop thinking about you. I still haven't washed my hand…",10,0
450,zofiwani1977,0,6,"RT @GeorgeTakei: When the press said Putin's a killer, it was adorable to see how Trump stood by his man and criticized America instead. Th…",12504,0
451,Sephiroth__J,109,377,"RT @best_president4: Meryl Streep Lets Loose Against Trump In Last Night’s Speech, and This Time It’s Even Crazier https://t.co/X3wOWDEOUX…",1,0
452,wmsal7,53,568,"RT @piersmorgan: Meryl Streep abusing President Trump again?  
She, JK Rowling &amp; all the other smug 'we know best!' luvvie shriekers will g…",1710,0
453,IMIrigaray,0,22,RT @BernieSanders: When Donald Trump attacks the  media as “fake news” what he is doing is trying to move our country in an authoritarian d…,9934,0
454,CarverBookCoach,3,4212,"RT @jonfavs: Stephen Miller said it's an undisputed fact that 14% of non-citizens are registered to vote.

He lied: https://t.co/gOHd34FnaR",5802,0
455,ArroRed,54,287,RT @jonhabart: There Are Still 117 Court Vacancies To Be Filled By President Trump - https://t.co/bh3A54Es6S - #Abolish9thCircuit #BalanceT…,6,0
456,yokenold,26,1566,"According to Sean Spicer, President Trump has a strong commitment to HBCUs. 🤔",0,0
457,lgerardo_loyola,13,941,"RT @UnoNoticias: Diario se disculpa por confundir a #Trump con actor Alec Baldwin.
https://t.co/PLQMcRiX3T",4,0
458,bearieallen,5,631,RT @Variety: Newspaper accidentally uses Alec Baldwin photo instead of Donald Trump https://t.co/Y3po2EBjjg,705,0
459,JimBMcPherson,41,719,"RT @brianklaas: I study election rigging. The Trump admin is conflating dual registration (no problem, common) w/ voting twice (big problem…",170,0
460,RamanPfaff,32,196,"RT @JohnFugelsang: ""Donald Trump is so racist...""
The latest @SXMInsight joke-off btw @FrankConniff &amp; me
Deeply offensive
Please share:
htt…",26,0
461,facebookretiree,32,1402,"RT @2020pleasehurry: So the Russian suspected of being Putin link flies into Palm Beach today where Trump is, and the windows at Mar-a-Lago…",3569,0
462,OgidaSteve,11,497,"""World’s Diplomats, Seeking a Bridge to Trump, Eye Haley"" by SOMINI SENGUPTA via NYT The New York Times https://t.co/WJGfAMcxlm",0,0
463,gmcsonny,8,83,RT @TUSK81: Trump staffer (and @GovMikeHuckabee's daughter) tells a completely fictional voter fraud story from her home state. https://t.c…,86,0
464,Hiba441_,8,231,"RT @itsprinceumi: Why do all trump supporters look like this?...

And you wonder why we can't take you seriously 😂 https://t.co/o90ZmWXb2X",8,0
465,gchpaco,12,33,"RT @radleybalko: On CNN, Ken Cuccinelli just accused people protesting Trump of exploiting fear. Words have no meaning right now.",329,0
466,BemisClaire,1,35,"RT @jonfavs: Stephen Miller said it's an undisputed fact that 14% of non-citizens are registered to vote.

He lied: https://t.co/gOHd34FnaR",5802,0
467,golddust51,8,97,RT @TeaPainUSA: This is the shiny object Trump wants us to obsess over while his administration is dealin' with possible treason. https://t…,587,0
468,tromsulphater11,0,7,RT @lrozen: Trump falls to 40% approval/55% disapproval https://t.co/SA3wX2E3zz https://t.co/bt69OhePpc,27,0
469,alejandrasotoa,12,176,"RT @El_Universal_Mx: En parodia de Saturday Night Live (@nbcsnl), Putin defiende en corte de tv a @realDonaldTrump https://t.co/pKUURPZ61B…",17,0
470,Alex_Simonet,635,1406,RT @pvermeul_peter: “Börder Wåll”: IKEA offers Trump an affordable solution #hilarious #Ikea https://t.co/LhXIz6Nqsw,2,0
471,titlecharacter,73,855,"RT @mattyglesias: If you want to know how Team Trump actually feels about the New York Times, note that they get a ton of access and good i…",35,0
472,jsgourevitch,160,1060,"RT @Otto_English: My son meanwhile has been working busily on a lego project in his room. Ladies and gentleman behold!
Trump's Wall. @realD…",2,0
473,Besar42385808,0,662,"Trump's TWEETS are lyrics to an early 2000s emo SONG !
https://t.co/maEnvcBWB4",0,0
474,iluvmutts,87,1741,"RT @travlr009: name Trump statement or action that is racist
I will point out that 20 yrs ago his club  ONLY club in palm beach that allowe…",1,0
475,tobbiphat,10,1884,RT @Darius_M4: Am I high or is that Trump. 😳 https://t.co/149vmNMJs2,42,0
476,ellefsen_rachel,20,176,@uttrooper @Trump_Regrets @realDonaldTrump Help us stop him. Thank you.,0,0
477,ablueanus,1,23,RT @simon_schama: The Spy Revolt Against Trump Begins https://t.co/1PJPdd7UND. extraordinary article,65,0
478,suejulene,2,188,RT @jptrib1: NC pastor to Trump supporters: Stop calling Trump a Christian—he's everything Jesus stood against https://t.co/ElSIDxJ7Ff,278,0
479,Sephiroth__J,109,377,RT @LindsayDeplo: Democrats Are Preparing Nasty Plan To Attack President Trump In Us Congress! https://t.co/ld9WOBxmm4 https://t.co/UzN66mA…,1,0
480,doodleofanoodle,17,92,"RT @NatParkUndrgrnd: Sr DoD Intel official: “since January 20, we’ve assumed that the Kremlin has ears inside SITROOM (Situation Room)”
htt…",161,0
481,JITTER_PING,6,188,"RT @squinkyelo: Good guide if you want to know who to resist with, or just if you want to keep tabs on everyone resisting. https://t.co/kuX…",50,0
482,spence721,66,1083,"RT @MichaelRosenYes: I'm guessing that one of the world's most diverse cities, Birmingham, will give Donald Trump the welcome he deserves.",178,0
483,afrokai,107,424,"RT @LOLGOP: If there's a way to increase suffering, Trump's GOP is for it. https://t.co/wwvaObjqwI",239,0
484,Ranrewpool,3,32,RT @PGourevitch: Trump &amp; crew fraudulent claim of voter fraud is the new birtherism — a baseless lie whose purpose is to delegitimize US el…,923,0
485,cloudwanderer3,110,203,RT @Bencjacobs: INBOX: White House blasts out the Stephen Miller quote about Trump already accomplishing more than many presidents https://…,9,0
486,SpiritoftheUS,5,44,"RT @StopTrump2020: This morning more lies from #Trump and his incompetent minions.  Every day it is just lies, lies and more damn lies!! ht…",271,0
487,KhurshidMalak,0,20,LIVE Joint Statement by President Trump and Prime Minister Shinzo Abe: https://t.co/C8s1koNj2Y by #RehamKhan1 via @c0nvey,0,0
488,asusundevils99,7,71,"RT @CNN: Sen. @alfranken: There needs to be an ""independent investigation” into Trump’s relationship with Russia https://t.co/rgEJimAjlT #C…",2737,0
489,Crazieone2750,27,292,"RT @mmpadellan: Responding 2 questions on YESTERDAY'S breaking news re:traitor Mike Flynn, trump goes to the standard ""I am clueless"" dodge…",306,0
490,mamashov3,2,22,"RT @TheDemocrats: We're going to make sure that the lies coming from the Trump White House are called out, like these surrounding the Musli…",436,0
491,JenniferGassman,108,887,"RT @fawfulfan: The problem is that Trump hires and fires people based on his personal debts and vendettas, not on who is actually qualified…",2,0
492,StephenKelly,109,3483,A US-born NASA scientist was detained at the border until he unlocked his phone https://t.co/ta1EjYaOUT via @Verge,0,0
493,brassroo_mark,1,49,Here's hoping you go broke...again. https://t.co/MjlElNWaoD,0,0
494,DebraEMerwin1,8,325,"RT @FoxNews: WATCH: Former Marine Posts Warning From Iraq After Travel Ban Uproar
https://t.co/XiMBLex4dl",477,0
495,Fran_Neena20409,112,1795,"RT @keithboykin: If Trump has proof that election fraud tainted the 2016 election, then federal courts should invalidate the election and o…",249,0
496,reuvs,3,5136,@lrozen Another fake poll brought to you by fake media peddling the fake narrative that Trump has no support. Don't be fooled by fake news,0,0
497,genuinesjt,76,226,RT @indianmailAU: Pakistan wants friendly ties with Trump administration: Sartaj Aziz https://t.co/dkqkmpe0bW https://t.co/enzQQxEIH4,23,0
498,mjvolzer,12,146,RT @davidfrum: Urgently necessary interview with @Kasparov63 about Trump authoritarianism &amp; compromised links to Russia https://t.co/yFS5RC…,192,0
499,Yukitopian,15,1435,"RT @Joseph_Santoro: Stephen Miller said it's an undisputed fact that 14% of non-citizens are registered to vote.

NEWS FLASH. He lied: http…",504,0
500,grapejellykelly,50,923,"RT @ParkerMolloy: ""No new deals will be done during my term(s) in office.""
— @realDonaldTrump, 12/12/16 https://t.co/sckohqSJtT

https://t.…",58,0
501,JdwAttorney,39,1698,'You have provided absolutely no evidence': Stephanopoulos grills Trump adviser in a testy interv... https://t.co/U4MrPEWOkL via @YahooNews,0,0
502,zpleat,97,1249,RT @Olivianuzzi: I would argue the Trump business conflicts far exceeded the Clinton Foundation's quite some time ago. https://t.co/BmUZbYz…,26,0
503,siobhanoneils,2,38,"So, Trump thinks his privileged daughter was abused? How about the American people who are abused everyday? @POTUS",0,0
504,shaman1968,5,15,"RT @politikonline: #Vibramx No es contra Trump, es contra EPN, su corrupción y su falta de.Liderazgo https://t.co/o0EXue8qko",86,0
505,MeanGene420,288,21445,RT @DarthPutinKGB: Trump's tweets have far fewer trolls defending him in the replies cos we sent them to work on Le Pen &amp; Merkel.,25,0
506,tometmichee1970,5,16,RT @parim16: Trump vs Hillary https://t.co/1Lhd56dRiv,13,0
507,KathyStricker2,14,878,"RT @PeskyVarmt: #TheResistance #Trumpleaks #IllegitimatePOTUS
Trump’s companies destroyed or hid thousands of emails
https://t.co/UFGAuxYkPb",3,0
508,deplorables75,1,100,"RT @DaysOfTrump: Meryl Streep doesn't like Trump but loves spending time with #LolitaExpress rider, Bill Clinton. Hypocrite. https://t.co/k…",60,0
509,NYCJulieNYC,191,2147,"RT @mattyglesias: If you want to know how Team Trump actually feels about the New York Times, note that they get a ton of access and good i…",35,0
510,juampa_lopez,209,386,A collaboration between government and tech exists that may actually yield some positive results https://t.co/QvOCV3lzu6,0,0
511,MojNeda,9,54,"RT @thehill: Al Franken to Trump: Calling Warren ""Pocahontas"" is racist https://t.co/HpRHHmYZU8 https://t.co/Kf4fgkVz6A",165,0
512,2B_Painfree,299,3744,RT @peterdaou: UPDATE: 175K likes on Trump's tweet about the #ninthcircuit decision. 310K likes on Hillary's response. STILL winning the po…,501,0
513,hhotlinenick,5,2411,RT @Variety: Newspaper accidentally uses Alec Baldwin photo instead of Donald Trump https://t.co/Y3po2EBjjg,705,0
514,briohomesterri,0,32,"RT @naretevduorp: Exactly what we've been saying, we need strong DNC leadership, NOW!

Are Democrats Falling Into Trump’s Trap? https://t.c…",10,0
515,dfink4432,23,396,"RT @FoxNews: .@Sears and @Kmart no longer selling ""Trump line"" online. https://t.co/ilxuunzJqi https://t.co/a34bVFYCzY",107,0
516,DEPLORABLERAY11,102,3032,RT @CounterJihadUS: Here's Why the #Trump Administration Should Treat Islamists Like The Mafia https://t.co/2rslDfSnu4,7,0
517,waakenia,8,72,RT @verge: A US-born NASA scientist was detained at the border until he unlocked his phone https://t.co/y0U3e4pYCN https://t.co/GwD2paxCAS,1791,0
518,Mrwilbury,2,30,@EnderRaptor @Delo_Taylor @adamjohnsonNYC opposing extremist views is not the same as islamophobia. Are you aware of his thoughts on trump?,0,0
519,LindaPankewicz,16,62,RT @katiezavadski: How were @thenyic &amp; @CAIRNewYork able to respond to Trump's exec order so quickly? They'd been prepping for 15yrs https:…,13,0
520,albertoolano,28,465,RT @DoriToribio: Demócratas piden su cese. Trump dice que no sabe nada. Que lo mirará. Nadie confirma ni desmiente.,3,0
521,pearlohio,0,4,"@The_Trump_Train jeez , stupid whites and blacks kill each other more the Mexicans or terrorists . He hates everything that isn't white",0,0
522,JeanMaryAccart,11,270,RT @StefanMolyneux: Your daily reminder that the President Donald Trump has full legal authority to restrict immigration to the United Stat…,197,0
523,taniarodriguezm,19,967,"""@cencos: Desde el Ángel de la Independencia decimos: #Resist Trump = Peña #VibroContraPeña https://t.co/2s8stHKBv0"" / Bien!",0,0
524,Enrique63311420,8,558,RT @CNNEE: La @SSP_CDMX reporta que las marchas se realizaron sin incidentes https://t.co/PDd4gtoL2F,42,0
525,MABTLR,13,293,"@realDonaldTrump Stephen Miller blew it. He was smug and terrible. You can do better than that, trump!",0,0
526,BluCoup35,0,11,RT @shannoncoulter: Reminder: the U.S. citizens who voted against hate generate two thirds of this nation's economic activity. https://t.co…,99,0
527,FabulosaMosh,10,601,I liked a @YouTube video https://t.co/ExVuHtToOA What President Trump's tweets say about him,0,0
528,mhorses,107,1340,RT @JuddLegum: 1. Absolutely stunning interviews by @EricLiptonNYT w/Don Jr. and Eric about how they are running the Trump Org. https://t.c…,68,0
529,CadyCat3,3,41,"RT @NatParkUndrgrnd: Sr DoD Intel official: “since January 20, we’ve assumed that the Kremlin has ears inside SITROOM (Situation Room)”
htt…",161,0
530,BluePixie3,4,68,"RT @brianklaas: I study election rigging. The Trump admin is conflating dual registration (no problem, common) w/ voting twice (big problem…",171,0
531,KarylGoveButry,1,27,"Bernie Sanders calls Trump a ""pathological liar""; Al Franken says ""a few""... https://t.co/FAPCxantgl by #washingtonpost via @c0nvey",0,0
532,MonlcaLPedigo,12,44,"RT @GeorgeTakei: Overheard this new title for Trump: SCROTUS. The ""So-Called Ruler of the United States.""",7152,0
533,JurajMesik,0,15,Republican senators urge Trump to get tough on Russia @CNNPolitics https://t.co/7EG9MRfjwE,0,0
534,Chuba_MD,3,597,@eddieyourdj Sounds like one of the many secrete trump voters!!,0,0
535,guerraalex96,0,209,"RT @ChumelTorres: Mi país no le teme a Trump.

Mi Presidente sí.",948,0
536,RBLoyalT,8,76,RT @SamWangPhD: The intelligence community believes Trump and the White House to be penetrated by the Kremlin. https://t.co/7ijMP5TnQ4,308,0
537,TSmith22201,1,266,RT @jennmcallister: NEW VIDEO! DONALD TRUMP VALENTINE’S DAY CARDS &gt;&gt;&gt; https://t.co/4xvAHw191f https://t.co/8F1RIr0gOb,169,0
538,sidnknj,26,4578,"RT @JohnWDean: If Michael Flynn survives lying to Pence, Priebus &amp; Spicer, Trump is either complicit or compromised by Putin or both!",4198,0
539,chelseabmw,4,73,RT @BernieSanders: When Donald Trump attacks the  media as “fake news” what he is doing is trying to move our country in an authoritarian d…,9951,0
540,bra1ns3,0,5,RT @ForecasterEnten: Another day... Another low for Trump's approval rating in Gallup: 40%. His disapproval also hits high of 55%. https://…,756,0
541,andergsolana,20,543,RT @tamoorh: Reading Trump tweets https://t.co/yFDOZGLq3t,133804,0
542,jackcolleton,205,736,"RT @philipgeany: Near Ramallah, [illegal &amp; brutal] settlers put their faith in Trump https://t.co/fNQIdpI8kf #Palestine #occupation https:/…",13,0
543,TheBirkenhauer,4,21,RT @AJentleson: Franken says he would have told Trump calling Warren Pocahontas was 'racist' | TheHill https://t.co/cXtL6pnIUb,3,0
544,Kb4303Mega,38,447,"RT @SouthLoneStar: Portland, Oregon.
Police attacks violent anti-Trump rioters.
Go, Portland cops! https://t.co/XZmX4jYNv8",243,0
545,karlsbad52,1,20,"RT @thehill: Hezbollah leader: ""Idiot"" Trump in White House makes us optimistic https://t.co/Li1t0ETzxW https://t.co/hK2Uz6rPV3",171,0
546,7cats1dog0marbl,15,87,RT @BeauWillimon: Trump's team is trying to wait out Flynn scandal until it dissipates. Important you let WH &amp; your reps know it's not goin…,563,0
547,laura5801,37,352,"RT @vikingsarehere: Defending Trump voter fraud delusions, Stephen Miller again lies to the American public https://t.co/pV7ImqMY63",1,0
548,teacherdude,673,11729,"After dealing with @CNN, President #Trump takes time to address North Korea's missile launch at Japan. https://t.co/YsG2HvQS9v",0,0
549,Skamama01,74,1365,RT @TomthunkitsMind: Go Trump. https://t.co/gti58DYWTW,4,0
550,ello_marc,3,133,"Not looking very  sharp mate, or scary https://t.co/vnTvRcUdwv",0,0
551,TraceyAsh2,8,46,RT @SenSanders: I disagreed with President Bush all the time. I never called him a pathological liar. He was just conservative. But Trump l…,12794,0
552,annejowrites,28,1594,"RT @mmpadellan: Something's burning in the GOP kitchen. trump's days as ""potus"" are numbered, ppl galvanized against him will make GOP PAY…",292,0
553,tecolotin,0,23,"RT @AristeguiOnline: Así fue #AristeguiEnVivo 8/02: llamada Peña-Trump, Ley de Seguridad Interior, Aquila, investigación en España https://…",5,0
554,ArethadKitson,35,1006,RT @shelley212: So they are using Priebus as the scapegoat?  The whole staff is inexperienced. Trump 'in way over his head' https://t.co/po…,13,0
555,compdircnpatec1,0,7,RT @thenation: Send this to anyone you know who wants to get involved in the #resistance against Trump. https://t.co/Q4oowhC80x,170,0
556,whitefishglobal,536,3572,"Wow, Trump's job approval rating hits a new low 
#TheResistance #tRump  https://t.co/RoQCxZCQd7",0,0
557,rookhock21,24,3280,RT @DonaldTrumpNewz: Trump Is Suddenly Recognized As The President In CALIFORNIA As The Liberal State BEGS For His Help! https://t.co/Yw8WM…,7,0
558,Sephiroth__J,109,377,RT @LindsayDeplo: Top Trump Aide Says White House Has Proof of Voter Fraud https://t.co/jCLmhDIuzJ https://t.co/bDP5IRPoOo,1,0
559,adcefornau1977,0,0,"RT @AynRandPaulRyan: OMG the Trump supporters are so angry today! 
ALL CAPS ALL THE TIME.😂😂😂 
#schadenfreude, so sweet.
#TheResistance http…",466,0
560,GrinchEtor,29,641,"RT @highland180: Dolar en 2012 $13.50
Dolar en 2017 $20.50

Y no existía Trump... 

Seguros que la culpa es de él?",15,0
561,fordboy02,0,50,RT @frankieboyle: I honestly think people should soft pedal this no state visit by Trump stuff. Let's get him over and turn it into a prope…,1210,0
562,razdawg22,15,99,RT @PGourevitch: Trump &amp; crew fraudulent claim of voter fraud is the new birtherism — a baseless lie whose purpose is to delegitimize US el…,923,0
563,cannoneerfour,0,3070,RT @America_1st_: Donald Trump is such a terrifying fascist dictator that literally no one fears speaking out against him on literally any…,14,0
564,NewlyQueered,0,34,"RT @BernieSanders: Our job is to stand together, vigorously oppose Trump's racist immigration policies and fight for policies that work for…",3314,0
565,dpantano11,0,6,"RT @SarahMaslinNir: In the Trump store inside Trump Towers, sales woman told me ""It's all made in America."" Actually none is. https://t.co/…",1239,0
566,DeirdreBurns17,4,75,"RT @SarahLerner: As Donald Trump closes our borders to refugees, remember that Hillary Clinton sent this email: https://t.co/BcUoKJr02X",26390,0
