,User,listed_count,followers_count,text,retweets,favorites
178,SoniaTerra,12,1065,"Sears, Kmart join other retailers in dropping Trump-branded items https://t.co/yIgXUgYjgZ by #washingtonpost via @c0nvey",0,0
179,angela41261,1,15,"RT @ChuckGrassley: Whoever monitors twitter at WH tell Pres Trump to ask Putin""What do u hv agst ElectionOpponents bc they are killed/impri…",753,0
180,Diedre09,101,552,RT @SenSanders: I disagreed with President Bush all the time. I never called him a pathological liar. He was just conservative. But Trump l…,12784,0
181,MilekPl,24,337,RT @danieldennett: Daniel Dennett: ‘I begrudge every hour I have to spend worrying about politics’ https://t.co/KIum0NFh9v,228,0
182,smithandwezo24,5,73,"RT @RuidoEnLaRed: Mejor aquí corrió que aquí murió. Miranda de Wallace tuvo que irse del Ángel ante gritos de asesina 😓#VibraMéxico 
https:…",19,0
183,Roolbreaker1,20,359,"RT @darionavarro111: Miller outrageously claims that Trump's powers as president ""will not be questioned."" Dangerous! #ImpeachTrump #Dems h…",20,0
184,SusanneB99,22,343,"RT @sarahkendzior: Took George W Bush seven years, two wars, and a hurricane to get to this point. Trump: three weeks. https://t.co/TjXFaXS…",2139,0
185,GreatTrump1,39,885,RT @Impeach_D_Trump: Trump's Net Approval rating (-15) is lower than Obama's was at any point during his 416 Weeks as President.  This is W…,133,0
186,Cordobesista_,0,53,RT @tamoorh: Reading Trump tweets https://t.co/yFDOZGLq3t,133804,0
187,parrotgeek1,25,1035,"RT @ParkerMolloy: ""No new deals will be done during my term(s) in office.""
— @realDonaldTrump, 12/12/16 https://t.co/sckohqSJtT

https://t.…",56,0
188,rjurney,371,3835,"RT @kennwhite: “Sr Pentagon intel official…stated ""since Jan 20 we’ve assumed the Kremlin has ears inside the [WH Situation Room]""”
https:/…",175,0
189,DwayneRude1,2,66,"RT @ProgressOutlook: Sean Spicer, at the direction of Donald Trump, lied directly to the American people. He is worthy of no respect or tru…",3,0
190,stephenjus,21,592,RT @JohnKStahlUSA: Let's not support another liberal Trump bashing event. Find something productive to do. #tcot #ccot #gop #maga https://t…,360,0
191,rebear69,0,5,@FoxNews @BlakemanB agree let President Trump do his work.,0,0
192,JussilaPaivi,19,73,RT @vicenews: There's no escaping Donald Trump's handshake https://t.co/nZiXiy1SOp,6137,0
193,Jarlanalovatic,155,53,RT @WayneDupreeShow: Pelosi is so phony! She's trying To Paint Trump As Mentally Ill; Watch This Instead!   https://t.co/Ssnp6x8mtg,135,0
194,iriedeby1,6,41,"RT @Khanoisseur: Call me old-fashioned but I'd like to know why Trump adviser Page met with sanctioned Russians, esp dude collecting intel…",1548,0
195,WeinfeldRuth,294,2201,RT @shannoncoulter: I just removed @neimanmarcus from the #GrabYourWallet list. Excited we can once again shop this venerable retailer! htt…,512,0
196,RezizteK2018,18,236,RT @RickyKlehr: Imágenes exclusivas de la marcha contra Trump.  #Vibramx #VibraMexico #MexicoUnido https://t.co/4T45IZCMnq,7,0
197,bridalhorrett11,1,9,"RT @FoxNews: Roginsky: Trump opposition like early Tea Party movement | @Judgenap @julieroginsky 
https://t.co/VAmCbk05Lh https://t.co/zIK0…",61,0
198,ltsTRAPiGiLMORE,138,252,RT @WayneDupreeShow: Pelosi is so phony! She's trying To Paint Trump As Mentally Ill; Watch This Instead!   https://t.co/Ssnp6x8mtg,135,0
199,noellachyeee,1,56,"RT @nytimesworld: A popular center-left politician wins German presidency, sign of a rebound by the left, fueled by Trump: https://t.co/2Wo…",33,0
200,mshiltonj,92,380,RT @ZaibatsuNews: Conservative pundit: Trump only uses ‘cringe-worthy’ surrogates because no one else will lie for him https://t.co/X6usrJ6…,27,0
201,palabritadepape,139,2688,"RT @tryno: El corazón de muchos hoy se concentra en Trump. El mío sigue en Ayotzinapa. Gracias, @PadresdeAyotzi por el ejemplo de fortaleza…",9,0
202,elrina753,15,119,RT @matthew_d_green: Jesus Christ. What have we done. https://t.co/bbagcgBzYa https://t.co/TwDQH5o7ck,2609,0
203,CorentinSellin,175,3264,"16)On pouvait penser que #Trump,après le tumulte du #TrumpBan,choisirait les""réalistes""(#Priebus)par rapport aux idéologues(#Miller)...MAIS.",0,0
204,_silversmith,302,1835,"RT @goodwillfiction: @JuddLegum @EricLiptonNYT For a family and WH staff who supposedly hates the New York Times, Team Trump gives them a l…",1,0
205,barex0,3,162,"Alec Baldwin Just Destroyed Trump &amp; Bannon On SNL https://t.co/oqiRE8bh6Z
トランプ役は、アレック・ボールドウィン。
ミッションインポッシブル・ローグネイションで、IMF長官になったから次回作にも出演か？",0,0
206,computerbugg,60,371,"RT @AnneRiceAuthor: All of us must stand up to the Trump lies.  All of us.  The press, the Courts, the people on all levels. https://t.co/v…",20,0
207,givemtheboot,48,1515,"RT @FoxNews: .@BurgessOwens: ""I would love to spend time w/ these guys &amp; explain to them why the policies of a Trump [Admin] is good for bl…",758,0
208,Ifindoubtaskrod,3,82,"RT @BraddJaffy: Today, Trump made his 4th trip to the golf course since becoming president 23 days ago

Here are his previous tweets about…",1687,0
209,baberglund,1,25,"RT @SarahMaslinNir: In the Trump store inside Trump Towers, sales woman told me ""It's all made in America."" Actually none is. https://t.co/…",1238,0
210,Newsericks,167,1887,"@mmontgomery_ @marcushjohnson:
...rhetoric,but I'd argue they r in the sense that Trump's policies will end up helping the rich,not the WWC",0,0
211,tontonlove,17,423,RT @JuddLegum: 1. Absolutely stunning interviews by @EricLiptonNYT w/Don Jr. and Eric about how they are running the Trump Org. https://t.c…,72,0
212,RLC663,0,5,RT @thehill: Top Dem senator: I have no confidence in Flynn as national security adviser  https://t.co/pksOVFlPiW https://t.co/nDqHXuSwIh,126,0
213,brigetteva,0,20,RT @SenSanders: I disagreed with President Bush all the time. I never called him a pathological liar. He was just conservative. But Trump l…,12787,0
214,JavJav69,0,1227,RT @mustapha_itani: Born and raised in Canada. Not a refugee or an immigrant. Has no ties to the 7 countries affected by Trump's ban. It's…,4465,0
215,bndsnoopy61,182,1642,"RT @peterdaou: Step back and think about the institutions Team Trump is systematically undermining:
JUDICIARY
NEWS MEDIA
FREE ELECTIONS
Bas…",22,0
216,proveisso,178,1948,"RT @toadgeek: Um cientista da @NASA nascido nos EUA foi barrado de entrar no país. Só deixaram entrar depois de ver seu celular.
https://t.…",2,0
217,sembterfbesma11,0,4,RT @GeorgeTakei: Pay attention: Trump falsely claims massive voter fraud..while the GOP votes to get rid of election oversight. https://t.c…,3485,0
218,TheDrIsIn_Sane,13,87,"RT @jaketapper: Franken: a few GOP colleagues are worried about Trump's mental health: ""in the way that we all have this suspicion"" https:/…",716,0
219,GeorgeBasa,80,2222,New post added at PB PLUS - Thousands of Mexicans protest against TrumpThousands of Mexicans protested Sunday... https://t.co/0pVaPhsS2x,0,0
220,halfienoakes,63,314,RT @JerryHicksUnite: #Germany elects anti #Trump candidate as #president  ........ Fabulous #hopenothate https://t.co/ejkmhQonu3,11,0
221,jeffschlein,7,157,"RT @ResistBLOTUS: I'm sure that @realDonaldTrump hates this pic of Leslie Jones as Trump, so definitely don't RT it. Wouldn't want to hurt…",147,0
222,muhlama1,8,1655,"RT @abdullahciftcib: 3-Trump, İran'ı vurmaktan söz ederken, Irak Başbakanı İbadi'yi ABD'ye davet etti.
Trump S.Arabistan ile de yakın ilişk…",123,0
223,bbl58,207,3042,"RT @mitchellvii: If there is a terrorist attack during the Trump Presidency, Democrats now bear full and complete responsibility.",1030,0
224,morgan_fairh36,1,501,"RT @weismanjake: As a mentally ill, wildly insecure person desperate for attention that will never fill the void, it's weird I don't relate…",43,0
225,sageness,21,314,RT @EliClifton: Trump adviser who defended WH's omission of Jews from Holocaust statement wore medal of Nazi collaborators. https://t.co/lG…,302,0
226,rafaelbigorra,132,2905,@sonnyluna Una opinión lejana. Lo primero es que los gobernantes de México no se meen en su pueblo. Luego está Trump. Otro mamón.,0,0
227,truthsp3ak,17,681,"RT @ParkerMolloy: ""No new deals will be done during my term(s) in office.""
— @realDonaldTrump, 12/12/16 https://t.co/sckohqSJtT

https://t.…",57,0
228,slmart1234,4,14,RT @CNNnewsroom: A senior policy aide to President Trump repeats debunked voter fraud claims and offers no new evidence https://t.co/vPnlBy…,7,0
229,IsaiahGoldberg,0,9,"@HillaryClinton Isn't that how many times you lost the election? 1 against Trump, 1 against Obama and then 1 in the recounts",0,0
230,Studio_M_,85,3598,https://t.co/B38tijLsLS https://t.co/aYNjx9WWZ8,0,0
231,nikshmatko,217,4213,"RT @rafshmatko: 20.1.2017, Donald Trump, 45th President of the United States #DonaldTrump #President #Trump #USA https://t.co/D45XdW86Xr",157,0
232,pyramidmedicine,204,8134,@EngMiDo99 It is their ignorance and the actions of Mr Trump like his big ban on 7 countries .i don't like any of it.,0,0
233,DivergentOption,30,1275,"""Risk:  The risks are many, but the dialogue with TCOs poses the greatest risk, as the perception of government..."" https://t.co/xv8qpKU5aG",0,0
234,doyourmind,6,169,RT @BernieSanders: When Donald Trump attacks the  media as “fake news” what he is doing is trying to move our country in an authoritarian d…,9948,0
235,wildwalkerwoman,587,4487,RT @docrocktex26: How does it help our senior population for Trump to be incoherent enough to allow the @GOP to destroy Medicare &amp; Social S…,220,0
236,GerardoLpez2,19,329,RT @arr1910: Nuestro gran problema es q la ciudadanía tiene q luchar en 2 frentes: contra Trump y contra ntro propio gobierno y la clase po…,2,0
237,MattJonesRadio,456,43584,This is fascinating look a how USA looks at Trump. I think this breakdown seems about right although KY is different https://t.co/GgKeHYs22K,0,1
238,ksintegrity,1,4,"@FoxNews @CarlyFiorina @TheDemocrats Carly, I think Republicans like you are just saying this cover up Trump's incompetence!",0,0
239,Cvolsung,27,545,"RT @Olivier_Monteil: @AnthoGonzalez56 @PorthosMD Si l'info est vérifiée, grand merci à Donald TRUMP @realDonaldTrump de nous avoir débarras…",16,0
240,Lesbian20042,3,601,"@LaurenJauregui FUCK TRUMP!! POR QUE ES LA PERSONA MÁS MACHISTA, HOMOFOBICA Y ASQUEROSA. AMÉRICA NO SE MERECE ESO Y MENOS TU MI BEBE. TE AMO",0,0
241,Lindsey_McBride,205,721,RT @davidmwessel: Trump is a record-breaker in one respect: Days at White House to reach 50%+ unpopularity in Gallup Poll h/t Ron Brownstei…,3,0
242,dancutrara,103,1249,RT @Olivianuzzi: I would argue the Trump business conflicts far exceeded the Clinton Foundation's quite some time ago. https://t.co/BmUZbYz…,27,0
243,NOLALeyda,102,672,RT @simon_schama: Today is the birthday of the twin giants - Lincoln and Darwin - beside whom Trump is no more than a tiny speck of muck.,63,0
244,colattesipper,3,268,"RT @HCandler: So now we know that #Trumputin defines ""criminal"" as any undocumented.https://t.co/XBOmQIfAiB",2,0
245,hyland114,34,762,RT @V_of_Europe: Hungary's PM attacks 'LORDS OF GLOBALIST POLITICS' &amp; welcomes 'TRUE European refugees' https://t.co/RnIW1cYZRp,245,0
246,Alsegundo_mx,2,103,"#Alsegundomx Se manifiestan en #Sonora contra #Trump, exigen transparencia a #EPN #MarchaVsTrump #VibraMexico… https://t.co/9GUvaOUNP7",0,0
247,kamrananwar1973,17,1703,"RT @Variety: Meryl Streep: ""We’re not going to go back to the bad old days of ignorance and oppression"" https://t.co/4Jn68cVD36 https://t.c…",117,0
248,maxmillerbr,8,323,RT @vicenews: There's no escaping Donald Trump's handshake https://t.co/nZiXiy1SOp,6137,0
249,nawillyms,34,202,RT @MotherJones: Donald Trump’s staff can’t stop leaking shit about their boss to the press https://t.co/d9jstXM8sG https://t.co/3OjSAlBiea,176,0
250,xxxxxxx,29,1636,"RT @SarahMaslinNir: In the Trump store inside Trump Towers, sales woman told me ""It's all made in America."" Actually none is. https://t.co/…",1238,0
251,KnudsenColleen,141,1056,RT @twtepa: Rocky start was due to Trump incompetency and Bannon/Russia desire for anarchy.  Russian puppet wants to blame others... many s…,2,0
252,VAWNoMore,53,587,"RT @20committee: Senior DoD intel official: “since January 20, we’ve assumed that the Kremlin has ears inside the SITROOM""

https://t.co/ZG…",4242,0
253,joyceblake,68,2027,"RT @JimChilds10: PLEASE SHARE &amp; RT!
Im down! Let's hit them hard and let them know to get on board with President Trump &amp; stop STALLING! 
#…",54,0
254,randreynolds,465,12463,RT @EricBoehlert: Trump's Gallup approval falls to new low; his disapproval climbs to new high. https://t.co/8vZnKnWzgq,228,0
255,Assassi12559790,122,803,RT @CNNPolitics: This is going to be harder than Donald Trump expected https://t.co/vKFB095n0i https://t.co/GrLwMvFHCx,58,0
256,TutWeiser,3,113,RT @naretevduorp: Franken: GOP worried about Trump mental health @CNNPolitics https://t.co/S2wmM2HHa9,34,0
257,cerullo13,0,189,"RT @FoxNews: WATCH: Former Marine Posts Warning From Iraq After Travel Ban Uproar
https://t.co/XiMBLex4dl",476,0
258,EriuAine,22,318,"RT @CNN: .@RepAndreCarson says Trump battling with judges via Twitter shows he's ""unfit to be Commander in Chief"" https://t.co/9uuUeRseRD #…",1039,0
259,Rikardinho76,5,138,RT @Breznican: BREAKING: Trump advisor Stephen Miller confirms it rubs the lotion on its skin or else it gets the hose again. https://t.co/…,1908,0
260,PaganMinister,9,365,New Jersey congressman invokes 1924 tax law giving Congress power to examine Trump's tax returns https://t.co/8zLua7uc18,0,0
261,Sephiroth__J,109,377,RT @EricShapiro3: Trump Drops Defense of Obama Guidelines on Transgender Students: https://t.co/qyEo7xw4mr #LGBTQ,2,0
262,NatashaS8888,0,33,@IvankaTrump hello Please ask President Trump to stop tweets,0,0
263,centsible,69,1553,Only 14% of Trump voters want to invade Mexico https://t.co/bgQajmwCsD via @motherjones,0,0
264,Mz_eri,29,715,RT @Mikel_Jollett: We cannot have a president who is loyal to Russia over the US. Trump's Russian ties must be investigated. And if true he…,20,0
265,tasteslikefail,17,175,RT @EliClifton: Trump adviser who defended WH's omission of Jews from Holocaust statement wore medal of Nazi collaborators. https://t.co/lG…,302,0
266,TAFORU,157,2658,#GOP talking heads/Trump normalizers including @alandersh claiming Obama came up w/ list of 7 countries are wrong! https://t.co/CJL262axzL,0,0
267,watcherssssssss,6,29,RT @EP_EEUU_24Horas: Con paro laboral iniciarán en Wisconsin las protestas contra Trump https://t.co/C4aKb23xoA https://t.co/6zVtbhB5sl,1,0
268,dwboden,76,1527,RT @NYTNational: You might not recognize Stephen Miller's name. But he's a ‘true believer’ who is behind Trump's core policies. https://t.c…,99,0
269,helpfultimbo,98,1292,RT @TRobinsonNewEra: Donald Trump reveals 'America First' job plan |  https://t.co/BEadFaIZOx,27,0
270,ProudInfidel33,468,34203,"RT @CarmineZozzora: If you don't realize that Donald Trump was America's last and final shot by now, then you are the problem.

#MAGA",350,0
271,JeanTwinkjean,28,307,"RT @TeaPainUSA: POLL: If Trump ordered Gen. Flynn to undermine Russian sanctions, is that the end of the Trump Presidency?",149,0
272,knudt,15,130,"In despotic declaration, Trump senior advisor says Trump’s power “will not be questioned” https://t.co/wrq7h0FWW9",0,0
273,BlgaethGaeth,108,832,"RT @Corporatocrazy: Why the elites hate Trump so much - he's against NWO 

#saturdaymorning #AMJoy 
https://t.co/OdKYLU1pX5",14,0
274,HerBostonBear,12,549,"RT @LOLGOP: If we deported people who hired undocumented workers, Trump would have to find some new cabinet appointees.",502,0
275,RealEllsbeth,0,5,RT @The_Trump_Train: RETWEET if you support and think Ivanka Trump is a wonderful role model! #MakeAmericaGreatAgain https://t.co/OcZrPinkt2,1451,0
276,Shoshanna6,88,804,"RT @mikandynothem: Pres Trump and Benjamin @netanyahu to meet this week after Obama was very cold to our great ally. 
Welcome back, sir! 
#…",196,0
277,aintevenmadwolf,5,573,RT @SenSanders: I disagreed with President Bush all the time. I never called him a pathological liar. He was just conservative. But Trump l…,12787,0
278,NeededaName,14,274,"RT @JimChilds10: 😂😂
Sears!....K-Mart!..?
Seriously? They are getting ready to close their doors for good! Who cares! https://t.co/t5rkYcFXcz",17,0
279,aniston_leigh,5,35,RT @marianaatencio: 'Mexico united will never be defeated': Mexicans call for unity against Trump. No one's been able to unite Mexico this…,86,0
